plotID,rich_after,rich_before,q1_after,q1_before,q2_after,q2_before,cov_after,cov_before,nyr_after,nyr_before,drich,dq1,dq2,impact,severity,recency
ORNL_036,11.0,14.0,6.6447173873948575,6.718391275380284,5.2562609202096695,4.853353876630166,0.9578947368421052,0.9976303585567243,1.0,6.0,-3.0,-0.07367388798542684,0.40290704357950347,0,0.0,
ORNL_037,17.0,18.0,8.496289370308341,7.721926988546874,6.022770398481974,5.160774213689222,0.956627268889827,0.9965277882797732,1.0,3.0,-1.0,0.7743623817614669,0.8619961847927522,0,0.0,
ORNL_043,17.0,17.0,9.178157016611566,8.672210001722872,7.37008780768677,6.299633564846755,0.99375,0.9968798751950078,2.0,7.0,0.0,0.5059470148886938,1.0704542428400146,0,0.0,
ORNL_045,9.0,10.0,5.201058675341592,5.253283503331598,4.050365906155832,3.9774020898819136,0.9902971497877502,1.0,1.0,5.0,-1.0,-0.05222482799000616,0.07296381627391879,0,0.0,
ORNL_046,21.0,23.0,9.461407493541582,12.675358032981828,6.646519363269185,8.976430072901293,1.0,0.998886417025004,2.0,7.0,-2.0,-3.213950539440246,-2.3299107096321077,0,0.0,
ORNL_049,15.0,18.0,8.046515266339545,9.65311893098667,5.475825722609578,7.311029478733417,1.0,0.9985632243484751,2.0,5.0,-3.0,-1.6066036646471247,-1.835203756123839,0,0.0,
ORNL_050,17.0,15.0,10.971259618378749,8.680203165703004,7.716049382716048,5.791087141640648,0.9343971631205674,0.9950982783007365,1.0,2.0,2.0,2.291056452675745,1.9249622410754004,0,0.0,
ORNL_051,10.0,11.0,5.136478485025373,5.547121191081669,3.7954830614805517,4.032921810699588,0.9097593582887701,1.0,1.0,2.0,-1.0,-0.41064270605629627,-0.23743874921903663,0,0.0,
ORNL_052,13.0,12.0,5.291038499778626,4.843579816968924,3.917543360818879,3.3740979452432103,0.9760487734068806,0.9971428571428571,1.0,3.0,1.0,0.44745868280970225,0.5434454155756687,0,0.0,
ORNL_053,13.0,15.0,7.1807812110413165,6.914024512297034,5.231041711848478,4.78882512567285,1.0,0.9978540971449759,2.0,4.0,-2.0,0.26675669874428287,0.4422165861756282,0,0.0,
ORNL_054,9.0,11.0,4.63742422857696,4.571610002345953,3.075170842824602,2.747012562557451,0.9780246913580247,1.0,1.0,2.0,-2.0,0.06581422623100686,0.328158280267151,0,0.0,
ORNL_055,8.0,12.0,3.1598650945228153,3.7557246616839945,2.127544097693351,2.33184634448575,0.9107142857142857,0.9845360824742269,1.0,3.0,-4.0,-0.5958595671611793,-0.20430224679239872,0,0.0,
ORNL_056,17.0,16.0,6.725086926248916,6.082653399434174,3.552552552552552,3.3526178126523916,0.9010989010989011,0.9963636363636363,1.0,2.0,1.0,0.6424335268147416,0.19993473990016053,0,0.0,
