plotID,insitu_mortdmg_max,insitu_peak_year,insitu_spike,insitu_burn,insitu_insect,insitu_dead_max,insitu_dist
GRSM_051,0.967741935483871,2018,0.8635752688172044,0.0,0.0,0.5540540540540541,1
GRSM_052,0.8353658536585366,2017,0.6990022172949002,0.0,0.12437810945273632,0.7378048780487805,1
GRSM_053,0.7088607594936709,2017,0.6800837810764047,0.0,0.0,0.6645569620253164,1
GRSM_054,0.3275862068965517,2017,0.2864903164855928,0.0,0.0,0.3103448275862069,1
GRSM_055,0.5774647887323944,2017,0.5471617584293641,0.0,0.0,0.43661971830985913,1
GRSM_056,0.8450704225352113,2017,0.7650704225352113,0.0,0.16551724137931034,0.5633802816901409,1
GRSM_057,0.5238095238095237,2017,0.5144637294170004,0.0,0.036231884057971016,0.47619047619047616,1
GRSM_058,0.3033707865168539,2017,0.2898572730033404,0.0,0.02127659574468085,0.2247191011235955,1
GRSM_059,0.7297297297297297,2020,0.5911158683435911,0.0,0.18518518518518517,0.3063063063063063,1
GRSM_060,0.5703125,2017,0.4314236111111111,0.0,0.18705035971223022,0.5,1
GRSM_061,0.33333333333333337,2017,0.22619047619047622,0.0,0.14705882352941177,0.29365079365079366,0
GRSM_062,1.0,2017,0.9307692307692308,0.0,0.007692307692307693,0.6063829787234043,1
GRSM_063,0.5178571428571429,2017,0.47976190476190483,0.0,0.01680672268907563,0.4642857142857143,1
GRSM_064,0.5148514851485149,2017,0.3983466307795828,0.0,0.0380952380952381,0.5148514851485149,1
GRSM_065,0.5593220338983051,2019,0.47071443896159626,0.0,0.17333333333333334,0.36231884057971014,1
GRSM_066,0.26785714285714285,2017,0.21428571428571427,0.0,0.01818181818181818,0.23214285714285715,0
HARV_001,0.4117647058823529,2019,0.4060175794455713,0.0,0.029411764705882353,0.29411764705882354,1
HARV_002,0.4794520547945205,2019,0.3415210203117619,0.0,0.1780821917808219,0.1643835616438356,1
HARV_004,0.5443037974683544,2019,0.46967693179671266,0.0,0.20253164556962025,0.3291139240506329,1
HARV_005,0.7659574468085106,2019,0.7449784258294897,0.0,0.5460992907801419,0.15602836879432624,1
HARV_006,0.2435897435897436,2015,0.2290969899665552,0.0,0.03361344537815126,0.23076923076923078,0
HARV_008,0.40186915887850466,2019,0.35032276712592736,0.0,0.205607476635514,0.11214953271028037,1
HARV_010,0.36764705882352944,2019,0.24900299102691925,0.0,0.14705882352941177,0.14285714285714285,0
HARV_011,0.2711864406779661,2019,0.1731472249916916,0.0,0.11864406779661017,0.12962962962962962,0
HARV_012,0.2716049382716049,2023,0.26107862248213126,0.0,0.05128205128205128,0.09401709401709402,1
HARV_013,0.45454545454545453,2019,0.22503725782414305,0.0,0.0,0.3939393939393939,1
HARV_014,0.3211009174311927,2019,0.2433231396534149,0.0,0.1559633027522936,0.11594202898550725,0
HARV_015,0.38461538461538464,2023,0.04753673292999139,0.0,0.12359550561797752,0.21348314606741572,0
