plotID,year,n,frac_dead,frac_dmg,frac_burn,frac_insect,frac_dis,frac_mort_dmg
BART_040,2025,87,0.06896551724137931,0.5057471264367817,0.0,0.022988505747126436,0.3448275862068966,0.574712643678161
BART_041,2015,107,0.056074766355140186,0.32710280373831774,0.0,0.0,0.32710280373831774,0.38317757009345793
BART_041,2016,126,0.07936507936507936,0.6190476190476191,0.0,0.0,0.6190476190476191,0.6984126984126984
BART_041,2017,136,0.1323529411764706,0.6176470588235294,0.0,0.0,0.5220588235294118,0.75
BART_041,2018,131,0.10687022900763359,0.5954198473282443,0.0,0.0,0.5877862595419847,0.7022900763358778
BART_041,2019,136,0.09558823529411764,0.6397058823529411,0.0,0.0,0.5661764705882353,0.7352941176470588
BART_041,2024,86,0.09302325581395349,0.5465116279069767,0.0,0.03488372093023256,0.4186046511627907,0.6395348837209303
BART_042,2015,110,0.10909090909090909,0.0,0.0,0.0,0.0,0.10909090909090909
BART_042,2016,125,0.136,0.136,0.0,0.008,0.128,0.272
BART_042,2017,121,0.15702479338842976,0.2809917355371901,0.0,0.0,0.19834710743801653,0.4380165289256198
BART_042,2018,121,0.14049586776859505,0.30578512396694213,0.0,0.0,0.2231404958677686,0.44628099173553715
BART_042,2019,121,0.12396694214876033,0.35537190082644626,0.0,0.008264462809917356,0.2396694214876033,0.47933884297520657
BART_042,2020,115,0.09565217391304348,0.4608695652173913,0.0,0.008695652173913044,0.2608695652173913,0.5565217391304348
BART_042,2021,116,0.11206896551724138,0.46551724137931033,0.0,0.008620689655172414,0.25,0.5775862068965517
BART_042,2022,120,0.125,0.425,0.0,0.008333333333333333,0.275,0.55
BART_042,2023,120,0.125,0.36666666666666664,0.0,0.0,0.275,0.49166666666666664
BART_042,2024,126,0.11904761904761904,0.36507936507936506,0.0,0.007936507936507936,0.2857142857142857,0.4841269841269841
BART_042,2025,126,0.11904761904761904,0.42857142857142855,0.0,0.023809523809523808,0.30158730158730157,0.5476190476190476
BART_044,2015,134,0.06716417910447761,0.44029850746268656,0.0,0.0,0.44029850746268656,0.5074626865671642
BART_044,2016,152,0.125,0.47368421052631576,0.0,0.0,0.45394736842105265,0.5986842105263157
BART_044,2017,155,0.14193548387096774,0.47096774193548385,0.0,0.0,0.3870967741935484,0.6129032258064516
BART_044,2018,142,0.09859154929577464,0.5140845070422535,0.0,0.0,0.4225352112676056,0.6126760563380281
BART_044,2019,148,0.0945945945945946,0.5,0.0,0.006756756756756757,0.4527027027027027,0.5945945945945946
BART_044,2024,140,0.08571428571428572,0.5,0.0,0.0,0.4357142857142857,0.5857142857142857
BART_046,2015,165,0.04242424242424243,0.15151515151515152,0.0,0.0,0.15151515151515152,0.19393939393939394
BART_046,2016,207,0.06280193236714976,0.6666666666666666,0.0,0.0,0.6376811594202898,0.7294685990338163
BART_046,2017,222,0.07657657657657657,0.7072072072072072,0.0,0.0,0.6216216216216216,0.7837837837837838
