plotID,dhi_nyears,dhi_cum_mean,dhi_cum_trend,dhi_min_mean,dhi_min_trend,dhi_var_mean,dhi_var_trend
ORNL_055,10,0.5694617727272726,-0.04684055831038316,0.29151000000000005,-0.03827818181818187,0.37066865763464424,0.026496716199796416
ORNL_056,10,0.47803146825396825,-0.041165428527706216,0.20959500000000003,-0.03107848484848954,0.46148005610971465,0.03411492897964981
ORNL_057,10,0.5734799747474747,-0.038818468013474945,0.28985999999999995,-0.02130545454545794,0.35679813650169656,0.014674186823991011
ORNL_058,10,0.5598096439393939,-0.04563486088154963,0.30865,-0.04195090909090849,0.3521924244391022,0.03046218105610629
ORNL_059,10,0.43647190656565665,-0.03161346571778964,0.27657499999999996,-0.02582272727273038,0.31923114216360615,0.01643607694124234
ORNL_060,10,0.5331805681818182,-0.0375724877563601,0.23496999999999998,-0.005135151515157019,0.3765141734815798,0.009717486597141506
ORNL_061,10,0.5396268181818182,-0.040262239057249384,0.26364,-0.005067272727279604,0.33492474053696936,0.0033193730013221408
ORNL_062,10,0.5592041666666667,-0.03972689929599804,0.255135,-0.011950000000006017,0.3993653491858701,0.010438048030900692
ORNL_063,10,0.5757727714646464,-0.03872404690848773,0.28678,-0.014363636363641597,0.3165270379345121,0.00735040219885912
ORNL_066,10,0.4161706174242424,-0.046194117768611036,0.15028999999999998,-0.027522424242435745,0.48349260764494345,0.03118839270119352
ORNL_067,10,0.5783359646464646,-0.04726970309152736,0.32963000000000003,-0.05119878787878811,0.3550418330831077,0.030791634601306378
ORNL_068,10,0.5436815984848484,-0.0277963034894465,0.25284999999999996,-0.0035303030303040343,0.3681883660048385,0.008537423304540775
OSBS_001,1,0.5239222222222222,,0.4487,,0.08903326075936628,
OSBS_002,1,0.33887500000000004,,0.2281,,0.18694101474833777,
OSBS_003,1,0.49827777777777776,,0.42095,,0.08668899000210167,
OSBS_004,1,0.37879444444444443,,0.3355,,0.05243896500897066,
OSBS_005,1,0.33970555555555554,,0.17345,,0.32930526430654694,
OSBS_006,1,0.33283888888888896,,0.3185,,0.023708782030459164,
OSBS_007,1,0.36659375000000005,,0.34515,,0.04067081609088132,
OSBS_008,1,0.35101111111111105,,0.33304999999999996,,0.046717486839257735,
OSBS_009,1,0.4829444444444444,,0.183,,0.25704166365765313,
OSBS_010,1,0.45481111111111105,,0.2358,,0.19601282538830367,
OSBS_011,1,0.4969333333333334,,0.48024999999999995,,0.019890339994861405,
